WBANNO,LST_DATE,CRX_VN,LONGITUDE,LATITUDE,T_DAILY_MAX,T_DAILY_MIN,T_DAILY_MEAN,T_DAILY_AVG,P_DAILY_CALC,SOLARAD_DAILY,SUR_TEMP_DAILY_TYPE,SUR_TEMP_DAILY_MAX,SUR_TEMP_DAILY_MIN,SUR_TEMP_DAILY_AVG,RH_DAILY_MAX,RH_DAILY_MIN,RH_DAILY_AVG,SOIL_MOISTURE_5_DAILY,SOIL_MOISTURE_10_DAILY,SOIL_MOISTURE_20_DAILY,SOIL_MOISTURE_50_DAILY,SOIL_MOISTURE_100_DAILY,SOIL_TEMP_5_DAILY,SOIL_TEMP_10_DAILY,SOIL_TEMP_20_DAILY,SOIL_TEMP_50_DAILY,SOIL_TEMP_100_DAILY
53877,20010116,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010117,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    4.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010118,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,    1.47,R,NA,NA,    5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010119,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,    1.23,R,NA,NA,    8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010120,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010121,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   -1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010122,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   -0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010123,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010124,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010125,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   -0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010126,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   -1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010127,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010128,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   -0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010129,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010130,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   11.76,R,NA,NA,    7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010131,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010201,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010202,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010203,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   -0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010204,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010205,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010206,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010207,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010208,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010209,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,    5.88,R,NA,NA,    8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010210,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010211,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010212,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010213,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010214,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010215,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010216,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010217,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010218,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010219,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010220,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    5.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010221,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    6.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010222,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010223,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010224,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010225,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,    5.75,R,NA,NA,   11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010226,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   17.00,R,NA,NA,    8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010227,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010228,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   10.19,R,NA,NA,    8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010301,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010302,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   10.13,R,NA,NA,   10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010303,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,    2.92,R,NA,NA,   10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010304,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,    4.12,R,NA,NA,    9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010305,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010306,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   -0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010307,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010308,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010309,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   19.52,R,NA,NA,    5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010310,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010311,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010312,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,    3.57,R,NA,NA,    8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010313,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   18.90,R,NA,NA,   11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010314,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   15.65,R,NA,NA,   10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010315,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,    4.36,R,NA,NA,    8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010316,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   11.70,R,NA,NA,    9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010317,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010318,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010319,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010320,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010321,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010322,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010323,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010324,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010325,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   21.80,R,NA,NA,    7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010326,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010327,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010328,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   21.23,R,NA,NA,    6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010329,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,    1.92,R,NA,NA,    5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010330,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   10.83,R,NA,NA,   10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010331,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010401,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010402,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010403,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010404,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010405,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010406,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010407,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010408,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010409,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010410,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010411,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   19.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010412,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   18.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010413,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010414,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   16.75,R,NA,NA,   14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010415,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   11.70,R,NA,NA,   14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010416,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   24.90,R,NA,NA,   13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010417,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   13.40,R,NA,NA,    6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010418,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   22.36,R,NA,NA,    8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010419,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,    9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010420,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010421,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010422,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010423,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   19.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010424,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,    8.82,R,NA,NA,   14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010425,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   25.39,R,NA,NA,   14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010426,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   26.34,R,NA,NA,   13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010427,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   26.22,R,NA,NA,   15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010428,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010429,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   20.94,R,NA,NA,   16.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010430,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   17.24,R,NA,NA,   16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010501,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   17.84,R,NA,NA,   18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010502,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   22.23,R,NA,NA,   20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010503,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010504,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010505,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010506,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,U,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010507,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   15.29,R,NA,NA,   19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010508,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   13.08,R,NA,NA,   17.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010509,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   14.52,R,NA,NA,   17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010510,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   19.04,R,NA,NA,   20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010511,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010512,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010513,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,   26.96,R,NA,NA,   18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010514,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010515,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   21.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010516,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010517,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010518,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010519,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   22.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010520,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   20.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010521,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,NA,R,NA,NA,   23.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53877,20010522,-9.000, -82.61,  35.49,NA,NA,NA,NA,NA,    8.17,R,NA,NA,   17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
